Conflict_ID,Region,Conflict_Type,Start_Date,End_Date,Number_of_Incidents,Number_of_Deaths,Intervention_ID,Intervention_Country,Intervention_Organization,Intervention_Type,Intervention_Start_Date,Intervention_End_Date,Intervention_Success,Country,Population,GDP_Per_Capita,Unemployment_Rate,Poverty_Index,Literacy_Rate,Ethnic_Group,Main_Religion,Ethnic_Religious_Tension,Number_of_Conflicts,Last_Conflict_Date,Corruption_Index,Governance_Quality,Government_Transparency,Number_of_Scandals,Number_of_Displaced_People,Number_of_Refugees,Humanitarian_Needs,Access_to_Humanitarian_Aid,Technology_Use_in_Conflicts,Technological_Investment,Number_of_Data_Analysis_Projects,Data_Analysis_Effectiveness
6842,Iraq,terrorism,2028-09-24,,52,21,6842,Yemen,NATO,military,2028-09-24,,partial,Syria,9567537,30979,26.56,15.13,62.89,Arab,Christianity,low,16,2038-09-24,6.54,1,1,5,4419108,1820550,medicine,high,medium,8,24,2
6843,Syria,territorial conflict,2028-09-25,2023-01-01,13,942,6843,Iran,UN,diplomatic,2028-09-25,,yes,Afghanistan,25769418,16815,39.41,39.0,76.85,Turkoman,Christianity,low,1,2038-09-25,3.17,4,7,5,2740963,2879273,food,medium,low,66,34,2
6844,Yemen,civil war,2028-09-26,,91,494,6844,Iraq,NATO,diplomatic,2028-09-26,,partial,Iraq,20089679,32066,37.02,57.06,78.38,Arab,Sunni Islam,medium,17,2038-09-26,1.8,9,9,0,2530499,288610,medicine,medium,high,93,34,3
6845,Iraq,civil war,2028-09-27,,37,439,6845,Yemen,Red Cross,humanitarian,2028-09-27,2023-01-01,no,Afghanistan,20574340,11340,24.43,16.68,65.71,Kurd,Christianity,medium,2,2038-09-27,9.35,7,9,0,1806259,2541006,water,medium,medium,56,47,5
6846,Syria,civil war,2028-09-28,,50,947,6846,Yemen,NATO,humanitarian,2028-09-28,,partial,Yemen,39667988,6775,31.67,28.8,64.04,Kurd,Christianity,low,2,2038-09-28,4.84,3,8,0,1966788,1941575,food,medium,high,25,42,3
6847,Syria,territorial conflict,2028-09-29,2023-01-01,59,217,6847,Afghanistan,NATO,humanitarian,2028-09-29,,partial,Syria,15977013,17881,39.46,42.33,84.17,Kurd,Christianity,high,3,2038-09-29,9.24,2,3,9,3941487,807975,food,low,low,60,46,5
6848,Iraq,terrorism,2028-09-30,2023-01-01,95,73,6848,Iran,UN,military,2028-09-30,2023-01-01,yes,Afghanistan,2376673,18795,24.9,10.96,60.4,Persian,Shia Islam,high,16,2038-09-30,6.11,7,5,1,2009169,1857652,food,medium,high,35,37,9
6849,Afghanistan,terrorism,2028-10-01,,45,299,6849,Yemen,Red Cross,humanitarian,2028-10-01,2023-01-01,yes,Iran,13800264,47311,19.82,56.11,78.72,Turkoman,Shia Islam,medium,9,2038-10-01,7.75,5,4,8,2922777,485615,food,high,high,85,16,6
6850,Iran,terrorism,2028-10-02,2023-01-01,13,599,6850,Iran,Red Cross,diplomatic,2028-10-02,2023-01-01,partial,Yemen,36509118,38708,24.23,9.13,85.78,Baluchi,Christianity,low,5,2038-10-02,2.78,2,8,6,1340033,2409269,water,high,low,65,24,1
6851,Yemen,civil war,2028-10-03,,36,867,6851,Yemen,NATO,diplomatic,2028-10-03,2023-01-01,partial,Iraq,17384230,10394,7.2,39.31,90.85,Persian,Christianity,low,8,2038-10-03,3.71,7,9,7,3269476,866386,water,high,low,99,30,7
6852,Yemen,territorial conflict,2028-10-04,,73,964,6852,Iraq,Red Cross,military,2028-10-04,2023-01-01,partial,Iraq,24607485,34150,31.49,41.72,95.01,Arab,Sunni Islam,medium,14,2038-10-04,8.79,6,7,6,289851,1212384,shelter,high,low,24,42,7
6853,Syria,terrorism,2028-10-05,2023-01-01,15,390,6853,Syria,UN,diplomatic,2028-10-05,2023-01-01,partial,Iran,31546903,42458,45.2,16.58,52.96,Turkoman,Sunni Islam,medium,4,2038-10-05,6.29,3,2,5,2823594,2860559,food,medium,high,85,43,4
6854,Iraq,civil war,2028-10-06,2023-01-01,38,264,6854,Iraq,UN,humanitarian,2028-10-06,2023-01-01,partial,Afghanistan,36181978,42927,13.97,35.63,54.6,Baluchi,Sunni Islam,medium,19,2038-10-06,3.46,5,7,4,1844038,1813537,shelter,low,medium,59,19,4
6855,Iran,terrorism,2028-10-07,,43,409,6855,Iran,NATO,diplomatic,2028-10-07,,partial,Syria,31421224,49198,25.87,13.73,88.94,Arab,Shia Islam,low,0,2038-10-07,7.45,8,4,1,792542,437529,food,medium,medium,62,16,5
6856,Afghanistan,terrorism,2028-10-08,,37,81,6856,Syria,UN,diplomatic,2028-10-08,2023-01-01,yes,Afghanistan,8806863,16209,14.55,50.85,92.26,Persian,Sunni Islam,low,8,2038-10-08,4.2,8,4,9,3494277,2566340,shelter,high,high,68,23,6
6857,Iran,territorial conflict,2028-10-09,2023-01-01,85,806,6857,Iraq,UN,military,2028-10-09,,yes,Iran,13520810,22357,15.34,36.87,77.89,Arab,Shia Islam,medium,0,2038-10-09,9.95,4,4,5,4893459,608157,water,medium,high,94,10,3
6858,Iran,territorial conflict,2028-10-10,2023-01-01,95,629,6858,Syria,UN,military,2028-10-10,2023-01-01,yes,Afghanistan,25047357,31422,32.05,22.11,87.7,Arab,Shia Islam,high,12,2038-10-10,5.48,7,6,9,4846205,440520,food,high,high,78,41,2
6859,Iran,territorial conflict,2028-10-11,2023-01-01,34,11,6859,Afghanistan,UN,humanitarian,2028-10-11,,partial,Afghanistan,22222467,34239,19.95,31.14,80.92,Persian,Christianity,low,1,2038-10-11,2.57,9,3,5,2026033,549782,medicine,low,low,13,13,5
6860,Iran,terrorism,2028-10-12,,56,440,6860,Yemen,NATO,diplomatic,2028-10-12,,no,Iraq,12706029,26560,23.95,20.87,77.13,Turkoman,Sunni Islam,medium,14,2038-10-12,4.59,8,6,8,4585163,2488630,food,low,medium,46,23,6
6861,Iran,terrorism,2028-10-13,2023-01-01,57,623,6861,Syria,UN,military,2028-10-13,2023-01-01,yes,Syria,16235747,48343,24.07,50.53,71.46,Arab,Shia Islam,low,11,2038-10-13,5.41,3,3,2,925071,2380290,medicine,medium,medium,40,14,7
6862,Syria,civil war,2028-10-14,,65,536,6862,Syria,UN,humanitarian,2028-10-14,,yes,Afghanistan,31624106,5275,24.88,36.07,52.63,Turkoman,Shia Islam,low,8,2038-10-14,1.56,5,2,2,4547088,2618264,shelter,high,low,46,33,3
6863,Iraq,territorial conflict,2028-10-15,,45,982,6863,Afghanistan,Red Cross,humanitarian,2028-10-15,2023-01-01,no,Yemen,37387129,19111,39.42,35.91,92.43,Arab,Christianity,high,6,2038-10-15,5.68,9,3,7,725787,2600843,shelter,medium,high,65,7,2
6864,Iraq,territorial conflict,2028-10-16,,56,433,6864,Afghanistan,UN,humanitarian,2028-10-16,,yes,Syria,37141773,24907,26.88,35.22,63.9,Baluchi,Christianity,low,6,2038-10-16,8.59,9,2,1,3561850,31722,medicine,medium,medium,46,30,9
6865,Syria,territorial conflict,2028-10-17,2023-01-01,51,757,6865,Iran,NATO,diplomatic,2028-10-17,2023-01-01,yes,Afghanistan,23944789,19461,12.1,42.35,57.91,Arab,Christianity,low,1,2038-10-17,3.33,6,7,8,1891621,2510388,water,low,low,43,45,9
6866,Iraq,terrorism,2028-10-18,2023-01-01,44,843,6866,Iraq,Red Cross,military,2028-10-18,2023-01-01,yes,Iran,36225035,17787,22.14,45.42,81.67,Persian,Shia Islam,high,8,2038-10-18,5.34,9,4,5,3643591,87633,food,high,low,32,14,7
6867,Iran,territorial conflict,2028-10-19,,7,560,6867,Iran,UN,humanitarian,2028-10-19,,no,Afghanistan,39188460,37185,6.27,53.22,97.3,Turkoman,Shia Islam,high,19,2038-10-19,6.94,5,4,1,475998,137302,water,high,medium,43,24,5
6868,Yemen,civil war,2028-10-20,,18,430,6868,Yemen,NATO,humanitarian,2028-10-20,2023-01-01,no,Iran,17064167,38808,41.16,34.45,75.54,Baluchi,Shia Islam,high,8,2038-10-20,9.54,3,6,7,3030617,259813,shelter,high,medium,67,23,5
6869,Afghanistan,terrorism,2028-10-21,,33,452,6869,Yemen,UN,military,2028-10-21,,yes,Yemen,1446457,2968,12.85,14.41,62.72,Turkoman,Sunni Islam,low,4,2038-10-21,1.28,4,5,2,373473,201695,food,medium,medium,25,25,6
6870,Iraq,territorial conflict,2028-10-22,2023-01-01,80,539,6870,Yemen,Red Cross,military,2028-10-22,,yes,Iraq,37916013,11181,30.76,51.55,53.42,Kurd,Sunni Islam,medium,12,2038-10-22,4.95,3,8,0,928670,256641,shelter,low,low,98,27,4
6871,Afghanistan,territorial conflict,2028-10-23,,20,972,6871,Iraq,Red Cross,diplomatic,2028-10-23,2023-01-01,yes,Afghanistan,28928744,26988,28.53,48.58,50.38,Turkoman,Sunni Islam,medium,19,2038-10-23,7.6,7,5,4,3215362,484223,shelter,medium,high,38,10,4
6872,Iraq,terrorism,2028-10-24,2023-01-01,6,499,6872,Iran,Red Cross,humanitarian,2028-10-24,,no,Afghanistan,39660724,46172,30.98,29.98,59.67,Baluchi,Christianity,high,11,2038-10-24,7.75,7,3,2,3553966,2788532,food,medium,high,7,4,8
6873,Syria,civil war,2028-10-25,,84,77,6873,Syria,UN,humanitarian,2028-10-25,2023-01-01,yes,Yemen,1597449,45173,49.11,47.19,93.17,Persian,Christianity,high,18,2038-10-25,4.92,9,1,5,4692722,1837239,water,high,medium,57,37,5
6874,Iran,civil war,2028-10-26,2023-01-01,60,11,6874,Iran,NATO,humanitarian,2028-10-26,,yes,Syria,13650134,6320,13.45,33.47,78.98,Kurd,Christianity,medium,17,2038-10-26,3.53,4,6,9,1282267,240685,water,high,medium,94,45,7
6875,Yemen,territorial conflict,2028-10-27,,5,443,6875,Yemen,UN,military,2028-10-27,2023-01-01,no,Yemen,7763916,1482,8.2,10.23,96.19,Kurd,Christianity,medium,14,2038-10-27,1.61,6,3,7,737505,2762034,food,low,high,46,47,3
6876,Afghanistan,territorial conflict,2028-10-28,2023-01-01,67,958,6876,Syria,NATO,military,2028-10-28,,yes,Yemen,12469864,45565,43.43,56.27,63.97,Baluchi,Christianity,low,0,2038-10-28,8.88,8,2,3,777680,1460666,food,low,medium,16,25,9
6877,Iran,territorial conflict,2028-10-29,2023-01-01,20,335,6877,Yemen,Red Cross,military,2028-10-29,,partial,Afghanistan,18568877,48678,11.48,33.33,75.23,Baluchi,Christianity,low,5,2038-10-29,2.94,8,1,7,2483435,1938166,food,low,high,83,19,4
6878,Iran,territorial conflict,2028-10-30,,57,869,6878,Yemen,Red Cross,diplomatic,2028-10-30,,yes,Afghanistan,31662660,33305,13.36,52.27,76.6,Arab,Shia Islam,low,8,2038-10-30,3.86,8,7,2,290360,1380988,food,low,medium,68,21,8
6879,Yemen,territorial conflict,2028-10-31,2023-01-01,23,362,6879,Iran,Red Cross,military,2028-10-31,2023-01-01,partial,Afghanistan,19109285,36047,44.98,14.59,96.55,Baluchi,Sunni Islam,high,8,2038-10-31,4.07,7,3,4,3839472,2629093,medicine,medium,medium,57,37,7
6880,Iran,territorial conflict,2028-11-01,,10,801,6880,Iraq,NATO,diplomatic,2028-11-01,2023-01-01,no,Syria,13397247,36459,39.33,24.03,84.8,Baluchi,Sunni Islam,high,2,2038-11-01,5.78,4,2,1,2795615,630000,food,low,high,7,49,5
6881,Iran,territorial conflict,2028-11-02,2023-01-01,7,996,6881,Yemen,Red Cross,diplomatic,2028-11-02,2023-01-01,partial,Syria,15414266,43781,16.03,34.13,86.13,Turkoman,Sunni Islam,medium,12,2038-11-02,1.5,3,7,9,2892643,2498441,water,high,high,77,10,2
6882,Iran,terrorism,2028-11-03,2023-01-01,66,417,6882,Iraq,Red Cross,military,2028-11-03,,partial,Syria,36479509,48909,24.84,27.02,55.43,Turkoman,Sunni Islam,medium,19,2038-11-03,2.29,3,3,9,4584565,236151,shelter,high,high,51,26,3
6883,Iran,terrorism,2028-11-04,,29,883,6883,Yemen,NATO,diplomatic,2028-11-04,2023-01-01,partial,Afghanistan,36169056,11002,25.87,23.85,96.76,Kurd,Sunni Islam,low,7,2038-11-04,6.69,1,5,9,2127213,1033102,medicine,medium,high,79,21,5
6884,Yemen,civil war,2028-11-05,,55,127,6884,Iran,NATO,military,2028-11-05,,no,Syria,27453626,12074,18.35,40.41,84.29,Persian,Shia Islam,medium,13,2038-11-05,3.8,6,7,9,103816,552717,medicine,low,high,63,26,4
6885,Iraq,civil war,2028-11-06,2023-01-01,74,761,6885,Iraq,UN,diplomatic,2028-11-06,,no,Iran,32065844,4766,36.64,51.67,67.02,Arab,Christianity,high,0,2038-11-06,1.01,4,4,5,2477935,482598,medicine,medium,high,62,7,1
6886,Yemen,civil war,2028-11-07,2023-01-01,84,978,6886,Iraq,NATO,humanitarian,2028-11-07,2023-01-01,no,Syria,32717640,10633,17.24,17.95,89.97,Arab,Sunni Islam,low,4,2038-11-07,6.54,4,4,7,2135549,2977225,water,low,low,26,9,1
6887,Iran,civil war,2028-11-08,,1,848,6887,Yemen,UN,military,2028-11-08,2023-01-01,partial,Yemen,14556853,41727,39.35,36.35,89.09,Kurd,Christianity,high,8,2038-11-08,7.37,4,7,6,2094372,940554,medicine,medium,low,62,42,5
6888,Afghanistan,civil war,2028-11-09,2023-01-01,63,658,6888,Syria,Red Cross,military,2028-11-09,,no,Afghanistan,10164255,23852,26.79,14.24,69.09,Kurd,Shia Islam,high,12,2038-11-09,9.42,2,8,8,3774400,2839527,shelter,high,high,70,25,4
6889,Syria,civil war,2028-11-10,,73,777,6889,Yemen,Red Cross,diplomatic,2028-11-10,2023-01-01,yes,Iran,38525404,23859,8.58,38.85,56.43,Turkoman,Shia Islam,low,17,2038-11-10,8.75,9,5,2,2275368,2846938,water,medium,high,2,20,9
6890,Syria,terrorism,2028-11-11,,75,897,6890,Iraq,UN,diplomatic,2028-11-11,2023-01-01,no,Iraq,26186227,43635,7.73,53.45,50.07,Arab,Sunni Islam,low,9,2038-11-11,8.18,3,2,7,233935,335869,food,low,high,25,36,9
6891,Yemen,terrorism,2028-11-12,,88,865,6891,Syria,NATO,humanitarian,2028-11-12,,partial,Syria,2110588,34470,18.14,59.39,83.42,Baluchi,Shia Islam,low,16,2038-11-12,8.48,9,5,8,1804703,1058566,food,high,medium,35,28,2
6892,Afghanistan,terrorism,2028-11-13,2023-01-01,90,712,6892,Syria,NATO,humanitarian,2028-11-13,2023-01-01,yes,Syria,38441831,45805,9.64,31.41,74.18,Kurd,Sunni Islam,high,9,2038-11-13,4.47,6,7,2,1851268,2010032,food,low,medium,37,26,9
6893,Iraq,civil war,2028-11-14,2023-01-01,58,735,6893,Syria,UN,humanitarian,2028-11-14,2023-01-01,yes,Syria,3071696,33555,10.59,6.68,90.59,Turkoman,Sunni Islam,low,8,2038-11-14,4.01,7,9,0,585068,1908390,shelter,low,low,21,3,8
6894,Iraq,civil war,2028-11-15,,91,308,6894,Afghanistan,Red Cross,diplomatic,2028-11-15,2023-01-01,yes,Afghanistan,4087729,49048,21.64,43.8,51.99,Kurd,Sunni Islam,low,6,2038-11-15,3.69,3,4,7,2707736,1302887,food,high,low,95,44,9
6895,Afghanistan,civil war,2028-11-16,2023-01-01,97,534,6895,Yemen,NATO,humanitarian,2028-11-16,2023-01-01,partial,Yemen,11238415,16804,41.57,44.41,61.11,Baluchi,Shia Islam,medium,10,2038-11-16,8.07,7,8,0,122171,1310495,shelter,high,low,98,8,6
6896,Syria,territorial conflict,2028-11-17,,88,17,6896,Iraq,Red Cross,humanitarian,2028-11-17,,yes,Syria,35636255,36978,7.49,37.28,89.58,Arab,Christianity,medium,10,2038-11-17,6.42,4,9,7,54960,2881197,medicine,medium,high,78,23,1
6897,Syria,territorial conflict,2028-11-18,2023-01-01,54,678,6897,Syria,UN,military,2028-11-18,2023-01-01,partial,Syria,34212314,24424,10.72,11.75,70.25,Arab,Shia Islam,low,1,2038-11-18,5.49,5,7,2,3088622,1331895,food,high,low,63,39,5
6898,Yemen,territorial conflict,2028-11-19,2023-01-01,83,724,6898,Iraq,Red Cross,military,2028-11-19,,partial,Afghanistan,12578324,26524,49.58,55.84,65.34,Arab,Sunni Islam,low,2,2038-11-19,4.99,8,6,7,4196466,1581057,food,high,high,98,28,2
6899,Iraq,terrorism,2028-11-20,2023-01-01,19,568,6899,Iran,UN,military,2028-11-20,2023-01-01,no,Yemen,19468856,29780,10.63,31.65,51.22,Turkoman,Christianity,low,8,2038-11-20,5.57,3,1,8,667663,1589344,water,low,low,59,4,1
6900,Iran,terrorism,2028-11-21,2023-01-01,54,990,6900,Afghanistan,Red Cross,humanitarian,2028-11-21,,yes,Iraq,32497326,13742,38.16,38.49,71.87,Kurd,Shia Islam,medium,4,2038-11-21,8.52,2,2,2,1928626,2710559,food,low,medium,3,48,5
6901,Iran,territorial conflict,2028-11-22,,23,384,6901,Syria,UN,military,2028-11-22,,partial,Afghanistan,16582302,20256,9.24,54.58,78.17,Baluchi,Sunni Islam,low,12,2038-11-22,5.17,5,3,0,4783704,1517146,water,high,high,76,4,8
6902,Syria,civil war,2028-11-23,2023-01-01,19,457,6902,Iran,UN,military,2028-11-23,,partial,Yemen,18071631,2950,16.31,28.45,88.59,Arab,Christianity,medium,5,2038-11-23,7.6,4,1,5,4428585,2923792,shelter,medium,medium,46,42,4
6903,Afghanistan,civil war,2028-11-24,2023-01-01,90,39,6903,Iraq,Red Cross,military,2028-11-24,2023-01-01,no,Syria,32735459,42966,30.04,40.25,55.34,Arab,Sunni Islam,medium,5,2038-11-24,3.15,9,7,1,1986843,1670478,shelter,medium,high,46,15,4
6904,Yemen,territorial conflict,2028-11-25,2023-01-01,17,696,6904,Iraq,NATO,diplomatic,2028-11-25,,partial,Afghanistan,38841584,29985,30.11,23.45,80.99,Baluchi,Shia Islam,low,13,2038-11-25,1.76,6,8,2,3231365,388548,food,medium,low,58,11,8
6905,Iraq,terrorism,2028-11-26,2023-01-01,76,321,6905,Afghanistan,Red Cross,diplomatic,2028-11-26,,partial,Yemen,29384427,30560,16.75,33.94,51.95,Persian,Sunni Islam,medium,5,2038-11-26,8.38,6,3,3,940069,520235,medicine,high,medium,8,49,4
6906,Afghanistan,territorial conflict,2028-11-27,,65,943,6906,Iran,Red Cross,humanitarian,2028-11-27,2023-01-01,yes,Afghanistan,28502034,23623,17.69,58.45,59.75,Baluchi,Christianity,high,17,2038-11-27,5.9,5,9,6,3711478,1784863,shelter,low,high,66,9,5
6907,Syria,civil war,2028-11-28,,34,258,6907,Iraq,Red Cross,humanitarian,2028-11-28,2023-01-01,yes,Iran,16406430,33950,8.69,36.83,97.12,Persian,Shia Islam,high,9,2038-11-28,1.54,8,7,8,2549131,182456,medicine,medium,low,72,13,6
6908,Afghanistan,civil war,2028-11-29,2023-01-01,36,382,6908,Afghanistan,NATO,diplomatic,2028-11-29,,no,Afghanistan,10711586,1582,15.36,19.8,62.04,Persian,Christianity,high,13,2038-11-29,2.66,6,5,4,1080293,299428,water,low,low,47,8,5
6909,Iraq,civil war,2028-11-30,2023-01-01,52,796,6909,Syria,UN,military,2028-11-30,,yes,Iraq,19927565,1440,27.11,15.12,64.37,Kurd,Christianity,high,16,2038-11-30,9.33,7,4,7,3881597,2690788,medicine,low,low,91,4,4
6910,Yemen,terrorism,2028-12-01,,32,699,6910,Afghanistan,UN,humanitarian,2028-12-01,,yes,Syria,11518302,5753,22.38,13.77,64.64,Baluchi,Christianity,low,7,2038-12-01,7.71,7,3,0,225258,909527,medicine,high,high,36,36,1
6911,Iraq,civil war,2028-12-02,,19,472,6911,Iraq,UN,diplomatic,2028-12-02,2023-01-01,partial,Afghanistan,11941021,1664,32.15,49.66,54.14,Kurd,Shia Islam,low,5,2038-12-02,8.41,6,4,3,649925,662854,food,medium,high,17,6,5
6912,Afghanistan,territorial conflict,2028-12-03,,94,329,6912,Syria,NATO,humanitarian,2028-12-03,2023-01-01,no,Syria,15088119,35549,42.38,59.55,65.57,Persian,Sunni Islam,medium,18,2038-12-03,8.88,4,7,6,437209,1607069,food,low,high,9,19,1
6913,Yemen,terrorism,2028-12-04,,81,615,6913,Syria,UN,military,2028-12-04,,no,Iraq,10807987,15851,38.07,25.08,63.46,Baluchi,Christianity,low,12,2038-12-04,1.73,3,2,7,3224012,2773718,shelter,high,high,57,44,8
6914,Syria,civil war,2028-12-05,,74,258,6914,Iraq,UN,military,2028-12-05,2023-01-01,no,Yemen,7906146,4416,35.98,24.02,56.61,Persian,Shia Islam,low,2,2038-12-05,3.87,7,7,7,1732948,301899,shelter,high,low,79,32,6
6915,Syria,territorial conflict,2028-12-06,,65,301,6915,Iraq,Red Cross,humanitarian,2028-12-06,2023-01-01,yes,Afghanistan,11780118,44399,11.46,39.55,51.25,Persian,Sunni Islam,high,17,2038-12-06,1.86,1,9,3,269295,1629636,food,low,medium,6,43,9
6916,Afghanistan,terrorism,2028-12-07,2023-01-01,55,592,6916,Yemen,Red Cross,military,2028-12-07,2023-01-01,yes,Iran,30770447,943,15.25,9.21,78.45,Arab,Christianity,high,2,2038-12-07,5.4,5,6,8,4548024,2571679,water,low,medium,31,22,4
6917,Syria,civil war,2028-12-08,2023-01-01,3,624,6917,Yemen,NATO,humanitarian,2028-12-08,,no,Syria,14798297,4914,32.87,57.84,61.45,Baluchi,Shia Islam,high,3,2038-12-08,6.31,5,1,5,4426264,350463,shelter,medium,low,86,10,7
6918,Yemen,terrorism,2028-12-09,,15,598,6918,Iran,NATO,humanitarian,2028-12-09,,yes,Syria,22757386,14747,23.62,9.26,74.94,Turkoman,Shia Islam,medium,1,2038-12-09,4.31,5,9,4,3049591,347795,shelter,high,high,1,18,9
6919,Afghanistan,territorial conflict,2028-12-10,2023-01-01,3,222,6919,Afghanistan,Red Cross,military,2028-12-10,,yes,Yemen,11516700,15938,30.2,58.16,59.99,Arab,Christianity,medium,0,2038-12-10,9.89,4,7,4,3178825,2875797,food,low,low,36,21,1
6920,Yemen,terrorism,2028-12-11,,61,465,6920,Yemen,UN,diplomatic,2028-12-11,2023-01-01,no,Afghanistan,25991297,45834,23.1,55.63,66.01,Kurd,Christianity,high,10,2038-12-11,6.04,4,2,8,1034503,275677,shelter,medium,medium,56,21,1
6921,Iran,civil war,2028-12-12,2023-01-01,12,831,6921,Iraq,UN,diplomatic,2028-12-12,2023-01-01,no,Iran,9872291,11004,35.16,25.19,98.07,Turkoman,Christianity,low,5,2038-12-12,2.16,1,3,4,2265536,2944358,medicine,medium,medium,52,12,1
6922,Iraq,territorial conflict,2028-12-13,,82,2,6922,Iran,Red Cross,military,2028-12-13,,no,Iran,25372465,9987,7.77,36.55,95.88,Turkoman,Shia Islam,medium,19,2038-12-13,8.98,1,3,7,1811415,2243284,shelter,medium,medium,36,40,7
6923,Syria,terrorism,2028-12-14,2023-01-01,68,991,6923,Syria,NATO,humanitarian,2028-12-14,2023-01-01,no,Afghanistan,21462247,21732,39.8,21.42,82.41,Arab,Shia Islam,high,15,2038-12-14,5.67,8,2,8,3038598,591559,shelter,low,low,35,26,8
6924,Iraq,civil war,2028-12-15,,28,300,6924,Iran,UN,diplomatic,2028-12-15,2023-01-01,partial,Yemen,29747918,10901,45.49,38.77,50.69,Kurd,Shia Islam,low,2,2038-12-15,8.46,1,2,4,2461633,2314931,medicine,high,low,44,37,1
6925,Afghanistan,civil war,2028-12-16,2023-01-01,94,294,6925,Syria,UN,humanitarian,2028-12-16,2023-01-01,yes,Afghanistan,21986388,29644,10.74,45.2,92.56,Arab,Sunni Islam,low,11,2038-12-16,5.57,8,2,4,4955287,1471447,shelter,medium,low,26,32,5
6926,Iran,terrorism,2028-12-17,2023-01-01,73,612,6926,Iraq,Red Cross,diplomatic,2028-12-17,,no,Syria,3684905,695,41.94,26.68,75.87,Kurd,Shia Islam,medium,1,2038-12-17,4.41,3,8,9,2891000,1346543,water,low,high,15,6,9
6927,Syria,terrorism,2028-12-18,,43,128,6927,Syria,Red Cross,humanitarian,2028-12-18,,no,Syria,37963445,48932,27.85,42.61,88.15,Turkoman,Shia Islam,medium,3,2038-12-18,3.34,1,1,1,4986212,2580300,water,medium,high,20,44,6
6928,Iraq,civil war,2028-12-19,2023-01-01,76,730,6928,Yemen,UN,military,2028-12-19,2023-01-01,no,Iraq,24112098,4985,38.36,20.28,74.29,Arab,Christianity,high,8,2038-12-19,8.58,9,4,6,524271,281262,water,medium,low,48,48,2
6929,Afghanistan,territorial conflict,2028-12-20,,39,202,6929,Syria,NATO,military,2028-12-20,2023-01-01,yes,Afghanistan,21559041,31491,34.26,44.45,87.84,Baluchi,Shia Islam,medium,13,2038-12-20,3.96,3,6,5,2048965,1156491,medicine,low,low,43,36,2
6930,Afghanistan,civil war,2028-12-21,2023-01-01,82,905,6930,Iran,NATO,military,2028-12-21,,partial,Syria,4731514,25466,19.51,53.48,93.56,Persian,Shia Islam,medium,14,2038-12-21,6.63,2,5,7,2022433,2467177,water,medium,high,50,49,2
6931,Syria,terrorism,2028-12-22,,24,940,6931,Iran,Red Cross,humanitarian,2028-12-22,,yes,Iran,13712750,11834,38.86,56.83,96.89,Baluchi,Shia Islam,low,0,2038-12-22,8.24,9,3,8,898257,1579460,food,high,low,38,28,6
6932,Afghanistan,civil war,2028-12-23,2023-01-01,76,865,6932,Iraq,NATO,humanitarian,2028-12-23,2023-01-01,no,Iraq,35795077,27285,18.39,9.87,55.55,Kurd,Christianity,high,14,2038-12-23,1.02,8,5,3,1880708,91874,food,high,low,12,39,2
6933,Iran,terrorism,2028-12-24,,55,454,6933,Afghanistan,Red Cross,diplomatic,2028-12-24,,partial,Yemen,34123141,27256,23.54,37.56,54.67,Turkoman,Sunni Islam,medium,19,2038-12-24,5.68,7,9,0,3716374,2582633,water,high,medium,56,30,4
6934,Yemen,terrorism,2028-12-25,,79,145,6934,Syria,UN,diplomatic,2028-12-25,,partial,Yemen,2327304,43585,11.27,35.41,83.4,Persian,Shia Islam,high,8,2038-12-25,4.43,9,6,6,4967740,1157168,medicine,medium,low,95,24,4
6935,Yemen,civil war,2028-12-26,2023-01-01,9,885,6935,Iran,UN,humanitarian,2028-12-26,,no,Syria,26197608,5703,44.25,36.85,82.39,Baluchi,Shia Islam,high,16,2038-12-26,7.66,6,6,6,2549446,2525829,food,low,low,42,2,6
6936,Syria,territorial conflict,2028-12-27,,4,164,6936,Yemen,UN,diplomatic,2028-12-27,2023-01-01,no,Iran,27568951,37412,27.64,45.13,51.47,Kurd,Shia Islam,medium,6,2038-12-27,1.94,7,9,0,2068212,2772855,shelter,high,low,29,36,3
6937,Afghanistan,civil war,2028-12-28,2023-01-01,11,461,6937,Yemen,NATO,military,2028-12-28,2023-01-01,yes,Syria,12670533,3407,48.2,43.87,53.69,Kurd,Sunni Islam,high,0,2038-12-28,6.22,3,8,4,222145,1512998,medicine,high,high,78,5,4
6938,Afghanistan,civil war,2028-12-29,,14,159,6938,Afghanistan,Red Cross,diplomatic,2028-12-29,,yes,Iraq,25266500,31279,35.44,27.84,69.41,Turkoman,Sunni Islam,high,1,2038-12-29,9.8,4,2,8,3672505,2465795,water,medium,high,60,6,4
6939,Syria,territorial conflict,2028-12-30,,65,883,6939,Iran,Red Cross,humanitarian,2028-12-30,,yes,Afghanistan,12658256,21651,41.5,54.63,54.95,Turkoman,Christianity,medium,6,2038-12-30,5.94,2,8,4,189407,613438,food,low,high,94,17,5
